delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,cluster
10727.0,amazon logistics,electronics,ev bike,two day,south,cold,222.6,6.46,9.0,16.0,no,delivered,5,1132.38,-7.000000000000002,2
10728.0,ecom express,furniture,ev bike,standard,south,cold,255.8,0.77,8.0,24.0,no,delivered,3,1281.31,-15.999999999999998,2
10729.0,fedex,fragile items,van,same day,west,cold,59.9,29.59,1.0,8.0,no,delivered,4,488.27,-7.000000000000001,1
10730.0,amazon logistics,automobile parts,ev bike,standard,south,stormy,202.5,35.2,8.0,24.0,no,delivered,3,1118.1,-15.999999999999998,2
10731.0,dhl,automobile parts,scooter,standard,east,stormy,106.6,39.82,5.0,24.0,no,delivered,3,652.46,-18.999999999999996,3
10732.0,ecom express,pharmacy,van,two day,west,hot,71.6,11.19,2.0,16.0,no,delivered,3,391.57,-14.000000000000002,3
10733.0,ekart,pharmacy,van,two day,south,stormy,214.2,20.28,9.0,16.0,no,delivered,3,1131.84,-7.000000000000002,2
10734.0,dhl,documents,truck,two day,south,clear,154.7,16.54,3.0,16.0,no,delivered,4,823.12,-13.0,3
10735.0,dhl,electronics,scooter,standard,west,clear,268.3,20.3,5.0,24.0,no,delivered,4,1402.4,-18.999999999999996,2
10736.0,amazon logistics,clothing,ev bike,two day,central,stormy,72.9,48.29,9.0,16.0,no,delivered,3,509.37,-7.000000000000002,3
10737.0,delhivery,electronics,ev van,express,north,cold,52.9,20.64,1.0,3.0,no,delivered,5,376.42,-1.9999999999999998,1
10738.0,amazon logistics,cosmetics,ev van,standard,central,cold,151.6,22.35,3.0,24.0,no,delivered,4,825.05,-21.0,3
10739.0,delhivery,furniture,ev van,express,north,foggy,236.5,42.69,10.0,6.0,yes,delayed,2,1360.57,4.0,0
10740.0,ekart,cosmetics,truck,standard,west,stormy,155.7,26.03,9.0,24.0,no,delivered,4,856.59,-15.000000000000002,2
10741.0,shadowfax,clothing,ev bike,same day,east,stormy,128.7,21.6,9.0,8.0,yes,failed,1,808.3,0.999999999999999,0
10742.0,blue dart,automobile parts,ev bike,same day,north,foggy,193.8,8.08,10.0,8.0,yes,delayed,2,1093.24,1.9999999999999998,0
10743.0,fedex,cosmetics,ev van,standard,west,stormy,160.0,35.85,8.0,24.0,no,delivered,4,907.55,-15.999999999999998,2
10744.0,ecom express,automobile parts,bike,two day,north,stormy,191.6,34.44,10.0,16.0,no,delivered,4,1061.32,-6.000000000000001,2
10745.0,amazon logistics,pharmacy,scooter,same day,south,clear,227.6,44.82,6.0,8.0,no,delivered,5,1372.46,-2.0000000000000004,2
10746.0,delhivery,groceries,van,same day,east,clear,294.6,28.3,8.0,8.0,yes,failed,1,1632.7206,0.0,0
10747.0,shadowfax,pharmacy,truck,standard,west,rainy,74.1,6.91,8.0,24.0,no,delivered,4,391.23,-15.999999999999998,3
10748.0,shadowfax,pharmacy,ev van,two day,south,rainy,181.0,41.81,5.0,16.0,no,delivered,4,1030.43,-11.000000000000002,2
10749.0,delhivery,clothing,bike,express,north,hot,180.9,4.58,8.0,5.0,yes,delayed,2,968.24,3.0000000000000004,0
10750.0,shadowfax,electronics,bike,express,west,rainy,69.6,15.92,5.0,3.0,yes,delayed,2,445.76,2.0,1
10751.0,fedex,pharmacy,ev van,standard,north,hot,288.7,29.84,13.0,24.0,no,delivered,5,1533.02,-11.0,2
10752.0,xpressbees,electronics,scooter,two day,east,clear,236.5,26.13,7.0,16.0,no,delivered,4,1260.89,-9.000000000000002,2
10753.0,ekart,electronics,bike,same day,west,stormy,67.8,34.25,4.0,8.0,no,delivered,4,541.75,-4.0,1
10754.0,ekart,electronics,ev bike,two day,west,hot,294.3,29.03,6.0,16.0,no,delivered,5,1558.59,-10.0,2
10755.0,xpressbees,pharmacy,ev van,same day,north,hot,68.4,28.54,2.0,8.0,no,delivered,5,527.62,-6.000000000000001,1
10756.0,xpressbees,automobile parts,ev van,standard,west,stormy,76.6,29.1,8.0,24.0,no,delivered,5,470.3,-15.999999999999998,3
10757.0,blue dart,furniture,ev van,same day,north,hot,4.9,16.5,2.0,8.0,no,delivered,3,174.0,-6.000000000000001,1
10758.0,blue dart,clothing,bike,express,north,cold,34.6,45.54,2.0,2.0,no,delivered,4,359.62,0.0,1
10759.0,shadowfax,furniture,bike,same day,south,stormy,24.7,15.01,6.0,8.0,no,delivered,5,268.53,-2.0000000000000004,1
10760.0,amazon logistics,furniture,ev van,same day,west,hot,280.2,22.89,6.0,8.0,no,delivered,4,1569.67,-2.0000000000000004,2
10761.0,blue dart,pharmacy,ev bike,two day,south,rainy,257.2,45.36,11.0,16.0,no,delivered,5,1422.08,-5.000000000000002,2
10762.0,blue dart,groceries,scooter,standard,central,hot,204.6,5.07,6.0,24.0,no,delivered,4,1038.21,-18.0,2
10763.0,amazon logistics,furniture,van,two day,north,rainy,116.8,25.93,5.0,16.0,no,delivered,4,661.79,-11.000000000000002,3
10764.0,xpressbees,documents,ev van,express,east,clear,225.8,10.55,8.0,6.0,yes,delayed,3,1210.65,2.0000000000000004,0
10765.0,ecom express,automobile parts,ev van,same day,east,clear,145.5,38.5,6.0,8.0,no,delivered,4,943.0,-2.0000000000000004,1
10766.0,amazon logistics,furniture,ev van,same day,east,clear,288.4,21.82,7.0,8.0,no,delivered,4,1607.46,-1.0000000000000007,2
10767.0,ecom express,documents,van,same day,south,hot,10.8,45.66,3.0,8.0,no,delivered,4,290.98,-5.0,1
10768.0,blue dart,electronics,ev bike,same day,north,foggy,3.6,18.91,4.0,8.0,no,delivered,4,172.73,-4.0,1
10769.0,ekart,cosmetics,bike,same day,west,rainy,114.8,46.84,6.0,8.0,no,delivered,5,814.52,-2.0000000000000004,1
10770.0,ekart,groceries,ev van,two day,west,clear,252.5,21.24,6.0,16.0,no,delivered,3,1326.22,-10.0,2
10771.0,delhivery,documents,scooter,express,west,stormy,204.8,49.52,12.0,6.0,yes,delayed,3,1223.76,6.0,0
10772.0,amazon logistics,furniture,ev van,express,central,hot,97.9,13.58,4.0,3.0,yes,delayed,3,580.24,1.0000000000000002,1
10773.0,shadowfax,furniture,bike,two day,central,clear,30.7,25.69,2.0,16.0,no,delivered,5,230.57,-14.000000000000002,3
10774.0,delhivery,fragile items,ev van,two day,west,foggy,169.3,29.58,8.0,16.0,no,delivered,5,935.24,-8.0,2
10775.0,blue dart,furniture,truck,express,east,foggy,168.9,39.35,9.0,5.0,yes,failed,1,1012.55,3.9999999999999996,0
10776.0,blue dart,cosmetics,truck,express,north,cold,10.4,5.19,2.0,2.0,yes,delayed,2,117.57,0.0,1
10777.0,dhl,pharmacy,ev bike,same day,south,clear,249.0,35.64,9.0,8.0,yes,delayed,2,1451.92,0.999999999999999,0
10778.0,fedex,fragile items,van,two day,south,clear,227.3,18.68,6.0,16.0,no,delivered,5,1192.54,-10.0,2
10779.0,ekart,electronics,ev van,two day,south,rainy,149.4,19.4,10.0,16.0,no,delivered,5,805.2,-6.000000000000001,2
10780.0,ecom express,groceries,bike,standard,central,cold,52.7,6.71,3.0,24.0,no,delivered,3,283.63,-21.0,3
10781.0,blue dart,cosmetics,truck,standard,north,clear,160.0,9.65,8.0,24.0,no,delivered,5,828.95,-15.999999999999998,2
10782.0,shadowfax,clothing,scooter,same day,west,hot,189.4,31.65,6.0,8.0,no,delivered,4,1141.95,-2.0000000000000004,2
10783.0,dhl,groceries,bike,standard,east,foggy,273.4,1.8,12.0,24.0,no,delivered,4,1372.4,-12.0,2
10784.0,dhl,groceries,truck,two day,south,hot,71.4,0.67,3.0,16.0,no,delivered,4,358.38,-13.0,3
10785.0,amazon logistics,fragile items,ev bike,express,west,rainy,235.0,45.65,12.0,6.0,yes,delayed,2,1361.95,6.0,0
10786.0,ecom express,automobile parts,bike,express,west,foggy,151.5,0.67,6.0,5.0,yes,delayed,2,808.19,0.9999999999999999,0
10787.0,delhivery,electronics,ev bike,two day,central,foggy,17.0,6.96,1.0,16.0,no,delivered,4,105.88,-15.000000000000002,3
10788.0,fedex,clothing,ev van,two day,north,foggy,240.5,25.03,11.0,16.0,no,delivered,5,1277.59,-5.000000000000002,2
10789.0,blue dart,cosmetics,ev bike,two day,south,foggy,174.0,11.17,8.0,16.0,no,delivered,4,903.51,-8.0,2
10790.0,dhl,clothing,scooter,same day,central,hot,15.6,20.36,2.0,8.0,no,delivered,5,239.08,-6.000000000000001,1
10791.0,shadowfax,furniture,bike,two day,central,clear,205.0,31.71,7.0,16.0,no,delivered,5,1120.13,-9.000000000000002,2
10792.0,dhl,automobile parts,bike,express,south,cold,167.8,13.86,5.0,5.0,no,delivered,4,930.58,0.0,1
10793.0,ekart,automobile parts,truck,standard,east,cold,121.1,5.66,5.0,24.0,no,delivered,5,622.48,-18.999999999999996,3
10794.0,ekart,automobile parts,scooter,same day,north,clear,28.2,8.44,1.0,8.0,no,delivered,4,266.32,-7.000000000000001,1
10795.0,ekart,clothing,van,standard,north,cold,267.3,6.12,11.0,24.0,no,delivered,4,1354.86,-13.0,2
10796.0,ekart,clothing,bike,standard,north,stormy,279.0,25.49,12.0,24.0,no,delivered,3,1471.47,-12.0,2
10797.0,dhl,clothing,van,express,north,cold,281.0,5.18,8.0,7.0,yes,delayed,3,1470.54,1.0000000000000007,0
10798.0,xpressbees,cosmetics,bike,same day,north,rainy,190.0,19.72,6.0,8.0,no,delivered,4,1109.16,-2.0000000000000004,2
10799.0,delhivery,clothing,van,two day,south,cold,19.9,8.02,1.0,16.0,no,delivered,5,123.56,-15.000000000000002,3
10800.0,delhivery,groceries,truck,standard,west,foggy,191.6,49.52,7.0,24.0,no,delivered,5,1106.74,-17.0,2
10801.0,fedex,fragile items,ev van,same day,west,foggy,250.4,42.64,10.0,8.0,yes,delayed,2,1479.92,1.9999999999999998,0
10802.0,xpressbees,furniture,scooter,same day,west,stormy,297.1,39.55,9.0,8.0,yes,delayed,2,1632.7206,0.999999999999999,0
10803.0,ekart,automobile parts,scooter,same day,west,hot,169.0,35.84,3.0,8.0,no,delivered,5,1052.52,-5.0,1
10804.0,blue dart,furniture,ev bike,same day,west,rainy,107.5,47.28,7.0,8.0,no,delivered,5,779.34,-1.0000000000000007,1
10805.0,shadowfax,groceries,ev van,express,south,clear,135.8,12.66,5.0,4.0,yes,delayed,2,766.98,0.9999999999999999,1
10806.0,dhl,automobile parts,van,standard,south,clear,172.8,45.99,5.0,24.0,no,delivered,4,1001.97,-18.999999999999996,2
10807.0,xpressbees,furniture,van,standard,east,cold,247.9,23.06,4.0,24.0,no,delivered,5,1308.68,-20.0,2
10808.0,blue dart,clothing,ev bike,standard,west,clear,283.5,6.0,8.0,24.0,no,delivered,4,1435.5,-15.999999999999998,2
10809.0,blue dart,pharmacy,ev bike,express,east,clear,68.1,28.37,1.0,3.0,no,delivered,4,475.61,-1.9999999999999998,1
10810.0,fedex,cosmetics,ev bike,same day,central,clear,75.6,38.16,2.0,8.0,no,delivered,4,592.48,-6.000000000000001,1
10811.0,dhl,fragile items,truck,standard,south,rainy,251.0,36.81,7.0,24.0,no,delivered,4,1365.43,-17.0,2
10812.0,xpressbees,electronics,bike,standard,west,clear,138.7,20.83,6.0,24.0,no,delivered,5,755.99,-18.0,3
10813.0,fedex,electronics,scooter,same day,west,foggy,83.2,22.26,7.0,8.0,no,delivered,4,582.78,-1.0000000000000007,1
10814.0,dhl,pharmacy,bike,same day,west,clear,37.0,33.59,1.0,8.0,no,delivered,5,385.77,-7.000000000000001,1
10815.0,blue dart,cosmetics,van,two day,north,rainy,56.0,18.05,4.0,16.0,no,delivered,5,334.15,-12.000000000000002,3
10816.0,blue dart,pharmacy,ev van,two day,north,foggy,100.5,41.07,6.0,16.0,no,delivered,4,625.71,-10.0,3
10817.0,xpressbees,groceries,scooter,two day,west,foggy,9.7,20.44,5.0,16.0,no,delivered,4,109.82,-11.000000000000002,3
10818.0,ekart,cosmetics,ev bike,standard,central,foggy,291.4,10.66,9.0,24.0,no,delivered,4,1488.98,-15.000000000000002,2
10819.0,fedex,pharmacy,van,express,east,clear,164.5,4.07,3.0,5.0,no,delivered,5,884.71,-2.0,1
10820.0,amazon logistics,automobile parts,scooter,express,north,clear,247.2,8.19,6.0,6.0,no,delivered,4,1310.57,0.0,2
10821.0,ecom express,groceries,scooter,same day,central,hot,132.6,28.44,5.0,8.0,no,delivered,5,848.32,-3.0000000000000004,1
10822.0,ekart,cosmetics,ev bike,two day,central,clear,287.4,6.46,8.0,16.0,no,delivered,4,1456.38,-8.0,2
10823.0,delhivery,clothing,ev bike,two day,central,foggy,127.7,19.49,7.0,16.0,no,delivered,4,696.97,-9.000000000000002,3
10824.0,xpressbees,cosmetics,scooter,two day,east,rainy,120.1,22.53,10.0,16.0,no,delivered,5,668.09,-6.000000000000001,2
10825.0,xpressbees,cosmetics,ev van,standard,west,clear,218.4,6.16,7.0,24.0,no,delivered,4,1110.48,-17.0,2
10826.0,ekart,documents,bike,standard,north,clear,169.2,25.08,5.0,24.0,no,delivered,4,921.24,-18.999999999999996,2
10827.0,shadowfax,electronics,truck,express,north,clear,92.6,37.47,4.0,3.0,yes,failed,1,625.41,1.0000000000000002,1
10828.0,blue dart,automobile parts,scooter,two day,north,rainy,3.6,34.64,2.0,16.0,no,delivered,5,110.42,-14.000000000000002,3
10829.0,xpressbees,electronics,ev van,express,east,hot,37.9,5.99,1.0,2.0,no,delivered,3,257.47,-1.0,1
10830.0,xpressbees,furniture,ev bike,standard,central,clear,78.8,19.86,2.0,24.0,no,delivered,4,453.58,-22.0,3
10831.0,ekart,electronics,bike,standard,north,hot,33.1,10.78,3.0,24.0,no,delivered,5,197.84,-21.0,3
10832.0,fedex,groceries,van,same day,east,clear,155.6,1.39,5.0,8.0,no,delivered,4,882.17,-3.0000000000000004,1
10833.0,dhl,fragile items,ev bike,two day,west,rainy,102.1,37.69,10.0,16.0,no,delivered,4,623.57,-6.000000000000001,3
10834.0,delhivery,furniture,truck,express,east,stormy,210.1,41.39,10.0,6.0,yes,delayed,2,1224.67,4.0,0
10835.0,blue dart,documents,van,standard,north,cold,142.9,13.66,4.0,24.0,no,delivered,3,755.48,-20.0,3
10836.0,ecom express,groceries,bike,standard,central,clear,64.0,12.31,2.0,24.0,no,delivered,3,356.93,-22.0,3
10837.0,fedex,electronics,truck,express,central,stormy,132.3,15.68,11.0,4.0,yes,failed,1,758.54,6.999999999999999,0
10838.0,blue dart,pharmacy,bike,express,east,foggy,218.9,33.11,11.0,6.0,yes,delayed,3,1243.83,4.999999999999999,0
10839.0,delhivery,electronics,scooter,express,central,hot,156.5,48.28,6.0,5.0,yes,delayed,2,977.34,0.9999999999999999,0
10840.0,dhl,groceries,scooter,standard,central,hot,128.2,30.54,2.0,24.0,no,delivered,4,732.62,-22.0,3
10841.0,ecom express,electronics,truck,two day,west,hot,108.4,49.52,4.0,16.0,no,delivered,4,691.22,-12.000000000000002,3
10842.0,dhl,documents,van,express,central,clear,208.2,19.22,5.0,6.0,no,delivered,5,1148.66,-0.9999999999999999,2
10843.0,ecom express,electronics,van,standard,west,rainy,214.7,4.68,8.0,24.0,no,delivered,4,1087.54,-15.999999999999998,2
10844.0,fedex,automobile parts,ev van,express,west,rainy,189.1,30.8,8.0,5.0,yes,delayed,2,1087.9,3.0000000000000004,0
10845.0,xpressbees,cosmetics,van,same day,north,hot,171.3,15.62,5.0,8.0,no,delivered,5,1003.36,-3.0000000000000004,2
10846.0,amazon logistics,automobile parts,ev bike,two day,north,stormy,108.3,38.23,5.0,16.0,no,delivered,3,656.19,-11.000000000000002,3
10847.0,delhivery,cosmetics,ev van,express,north,stormy,224.2,16.2,11.0,6.0,yes,delayed,3,1219.6,4.999999999999999,0
10848.0,delhivery,furniture,bike,same day,central,rainy,263.4,24.8,14.0,8.0,yes,failed,2,1491.4,5.999999999999999,0
10849.0,ecom express,clothing,ev bike,express,east,clear,38.7,21.15,2.0,2.0,no,delivered,4,306.95,0.0,1
10850.0,ecom express,automobile parts,bike,same day,west,stormy,276.2,37.43,12.0,8.0,yes,delayed,3,1593.29,3.9999999999999996,0
10851.0,blue dart,automobile parts,truck,same day,east,cold,70.5,44.12,2.0,8.0,no,delivered,4,584.86,-6.000000000000001,1
10852.0,shadowfax,groceries,scooter,standard,east,hot,41.2,8.36,1.0,24.0,no,delivered,5,231.08,-23.0,3
10853.0,ecom express,documents,scooter,same day,west,rainy,200.4,49.52,10.0,8.0,yes,delayed,2,1251.22,1.9999999999999998,0
10854.0,ecom express,groceries,ev van,two day,west,cold,132.0,32.49,3.0,16.0,no,delivered,4,757.47,-13.0,3
10855.0,ekart,groceries,scooter,standard,central,rainy,294.0,39.4,10.0,24.0,no,delivered,5,1588.2,-14.0,2
10856.0,amazon logistics,automobile parts,truck,express,north,cold,124.9,7.59,2.0,4.0,no,delivered,5,697.27,-2.0,1
10857.0,shadowfax,electronics,ev bike,same day,south,hot,196.6,14.8,6.0,8.0,no,delivered,4,1127.4,-2.0000000000000004,2
10858.0,ecom express,pharmacy,ev bike,standard,north,clear,45.5,49.52,1.0,24.0,no,delivered,5,376.51,-23.0,3
10859.0,blue dart,cosmetics,scooter,same day,east,clear,126.4,21.59,3.0,8.0,no,delivered,4,796.77,-5.0,1
10860.0,shadowfax,cosmetics,van,same day,west,cold,204.7,6.81,7.0,8.0,no,delivered,5,1143.93,-1.0000000000000007,2
10861.0,delhivery,clothing,truck,same day,north,clear,37.2,15.18,2.0,8.0,no,delivered,3,331.54,-6.000000000000001,1
10862.0,dhl,groceries,truck,express,west,clear,172.9,47.58,5.0,5.0,yes,delayed,2,1057.24,0.0,0
10863.0,delhivery,groceries,bike,two day,north,foggy,286.5,9.17,11.0,16.0,no,delivered,5,1460.01,-5.000000000000002,2
10864.0,dhl,groceries,truck,express,east,foggy,90.1,31.73,5.0,3.0,yes,delayed,3,595.69,2.0,1
10865.0,amazon logistics,electronics,bike,same day,central,foggy,181.0,32.24,7.0,8.0,no,delivered,3,1101.72,-1.0000000000000007,0
10866.0,shadowfax,electronics,truck,express,west,foggy,188.9,19.8,6.0,5.0,yes,delayed,2,1053.9,0.9999999999999999,0
10867.0,ekart,electronics,ev bike,two day,west,rainy,250.8,30.83,10.0,16.0,no,delivered,5,1346.49,-6.000000000000001,2
10868.0,dhl,automobile parts,van,express,central,clear,46.5,25.38,2.0,2.0,no,delivered,3,358.64,0.0,1
10869.0,dhl,groceries,scooter,express,east,foggy,214.8,48.29,7.0,6.0,yes,failed,1,1268.87,0.9999999999999999,0
10870.0,xpressbees,documents,scooter,express,north,rainy,166.4,38.26,10.0,5.0,yes,delayed,2,996.78,5.0,0
10871.0,ekart,fragile items,ev bike,same day,east,foggy,163.9,42.27,5.0,8.0,no,delivered,3,1046.31,-3.0000000000000004,0
10872.0,delhivery,furniture,van,two day,south,hot,191.4,3.57,8.0,16.0,no,delivered,5,967.71,-8.0,2
10873.0,fedex,groceries,ev van,same day,central,clear,238.1,20.75,5.0,8.0,no,delivered,4,1352.75,-3.0000000000000004,2
10874.0,amazon logistics,clothing,ev van,standard,south,rainy,215.8,27.19,6.0,24.0,no,delivered,3,1160.57,-18.0,2
10875.0,fedex,groceries,van,standard,east,cold,17.4,23.92,2.0,24.0,no,delivered,5,158.76,-22.0,3
10876.0,blue dart,pharmacy,scooter,standard,central,stormy,144.3,21.29,8.0,24.0,no,delivered,5,785.37,-15.999999999999998,2
10877.0,delhivery,pharmacy,ev bike,two day,west,stormy,201.6,47.4,9.0,16.0,no,delivered,3,1150.2,-7.000000000000002,2
10878.0,ecom express,groceries,ev bike,standard,north,cold,3.6,34.22,0.0,24.0,no,delivered,4,120.16,-24.0,3
10879.0,xpressbees,pharmacy,bike,standard,central,foggy,90.8,38.15,5.0,24.0,no,delivered,4,568.45,-18.999999999999996,3
10880.0,blue dart,cosmetics,ev van,express,south,clear,35.0,27.19,2.0,2.0,no,delivered,5,306.57,0.0,1
10881.0,delhivery,automobile parts,scooter,standard,west,cold,95.7,30.66,5.0,24.0,no,delivered,5,570.48,-18.999999999999996,3
10882.0,blue dart,furniture,truck,standard,central,clear,228.0,45.3,5.0,24.0,no,delivered,3,1275.9,-18.999999999999996,2
10883.0,dhl,documents,scooter,standard,central,hot,235.7,42.79,8.0,24.0,no,delivered,3,1306.87,-15.999999999999998,2
10884.0,amazon logistics,clothing,van,standard,west,rainy,201.2,8.46,10.0,24.0,no,delivered,5,1031.38,-14.0,2
10885.0,blue dart,clothing,truck,same day,west,hot,41.4,32.19,1.0,8.0,no,delivered,5,403.57,-7.000000000000001,1
10886.0,amazon logistics,electronics,bike,express,north,clear,217.5,34.34,6.0,6.0,yes,delayed,3,1240.52,0.0,0
10887.0,delhivery,pharmacy,scooter,express,central,rainy,218.4,1.91,10.0,6.0,yes,delayed,2,1147.73,4.0,0
10888.0,xpressbees,clothing,ev bike,two day,central,clear,14.1,30.29,1.0,16.0,no,delivered,3,161.37,-15.000000000000002,3
10889.0,ekart,documents,ev van,two day,south,stormy,166.3,41.39,7.0,16.0,no,delivered,5,955.67,-9.000000000000002,2
10890.0,ecom express,cosmetics,ev van,standard,north,foggy,151.3,12.16,6.0,24.0,no,delivered,4,792.98,-18.0,3
10891.0,fedex,documents,ev bike,two day,central,rainy,194.7,15.16,6.0,16.0,no,delivered,5,1018.98,-10.0,2
10892.0,ekart,fragile items,ev van,standard,east,stormy,207.0,43.18,10.0,24.0,no,delivered,5,1164.54,-14.0,2
10893.0,ekart,clothing,bike,same day,north,clear,20.8,31.24,1.0,8.0,no,delivered,3,297.72,-7.000000000000001,1
10894.0,amazon logistics,groceries,scooter,same day,south,hot,75.4,48.22,3.0,8.0,no,delivered,4,621.66,-5.0,1
10895.0,dhl,electronics,van,same day,west,clear,247.8,45.98,7.0,8.0,no,delivered,5,1476.94,-1.0000000000000007,2
10896.0,dhl,furniture,ev van,express,west,clear,156.2,1.83,5.0,5.0,yes,failed,1,836.49,0.0,0
10897.0,xpressbees,clothing,ev bike,same day,west,rainy,244.5,14.05,11.0,8.0,yes,failed,1,1364.65,2.9999999999999987,0
10898.0,fedex,documents,van,standard,south,stormy,77.5,9.6,5.0,24.0,no,delivered,4,416.3,-18.999999999999996,3
10899.0,shadowfax,cosmetics,bike,express,west,cold,281.6,10.21,8.0,7.0,yes,delayed,2,1488.63,1.0000000000000007,0
10900.0,fedex,fragile items,truck,two day,central,hot,139.4,36.38,3.0,16.0,no,delivered,4,806.14,-13.0,3
10901.0,delhivery,furniture,scooter,same day,north,foggy,146.5,31.42,5.0,8.0,no,delivered,4,926.76,-3.0000000000000004,1
10902.0,delhivery,automobile parts,scooter,same day,east,stormy,88.8,33.22,10.0,8.0,yes,delayed,3,643.66,1.9999999999999998,1
10903.0,delhivery,cosmetics,scooter,standard,west,hot,238.3,40.51,10.0,24.0,no,delivered,3,1313.03,-14.0,2
10904.0,shadowfax,cosmetics,scooter,express,south,foggy,209.4,6.74,9.0,6.0,yes,delayed,2,1117.22,2.9999999999999996,0
10905.0,fedex,automobile parts,scooter,standard,west,hot,259.4,17.31,8.0,24.0,no,delivered,5,1348.93,-15.999999999999998,2
10906.0,xpressbees,electronics,truck,same day,central,foggy,127.7,18.22,3.0,8.0,no,delivered,4,793.16,-5.0,1
10907.0,ecom express,documents,bike,express,central,foggy,245.1,6.22,11.0,6.0,yes,delayed,3,1294.16,4.999999999999999,0
10908.0,blue dart,groceries,van,two day,west,hot,132.7,41.8,4.0,16.0,no,delivered,3,788.9,-12.000000000000002,3
10909.0,ecom express,pharmacy,ev van,two day,west,hot,91.8,42.03,4.0,16.0,no,delivered,4,585.09,-12.000000000000002,3
10910.0,ecom express,automobile parts,ev van,standard,east,rainy,295.9,39.31,10.0,24.0,no,delivered,5,1597.43,-14.0,2
10911.0,shadowfax,electronics,ev bike,express,north,clear,82.6,7.13,2.0,3.0,no,delivered,4,484.39,-0.9999999999999999,1
10912.0,fedex,documents,scooter,two day,east,rainy,60.4,15.67,6.0,16.0,no,delivered,5,349.01,-10.0,3
10913.0,blue dart,documents,bike,standard,west,cold,176.2,11.58,6.0,24.0,no,delivered,4,915.74,-18.0,2
10914.0,blue dart,cosmetics,ev van,standard,east,clear,230.0,45.05,5.0,24.0,no,delivered,3,1285.15,-18.999999999999996,2
10915.0,delhivery,automobile parts,van,two day,central,hot,42.5,26.57,1.0,16.0,no,delivered,5,292.21,-15.000000000000002,3
10916.0,shadowfax,automobile parts,van,express,east,foggy,240.7,8.81,10.0,6.0,yes,delayed,3,1279.93,4.0,0
10917.0,dhl,cosmetics,van,same day,north,cold,291.2,10.09,6.0,8.0,no,delivered,4,1586.27,-2.0000000000000004,2
10918.0,blue dart,cosmetics,bike,standard,central,stormy,154.3,13.51,11.0,24.0,no,delivered,4,812.03,-13.0,2
10919.0,blue dart,groceries,ev bike,express,east,hot,289.8,35.45,12.0,7.0,yes,delayed,3,1605.35,5.0,0
10920.0,delhivery,pharmacy,scooter,same day,north,stormy,42.1,26.68,5.0,8.0,no,delivered,4,390.54,-3.0000000000000004,1
10921.0,shadowfax,clothing,scooter,express,west,foggy,171.9,40.3,6.0,5.0,yes,delayed,2,1030.4,0.9999999999999999,0
10922.0,xpressbees,furniture,ev bike,two day,south,clear,265.4,29.51,6.0,16.0,no,delivered,4,1415.53,-10.0,2
10923.0,shadowfax,documents,ev bike,two day,west,rainy,137.6,23.69,11.0,16.0,no,delivered,4,759.07,-5.000000000000002,2
10924.0,delhivery,automobile parts,ev bike,same day,west,cold,248.0,28.77,7.0,8.0,no,delivered,5,1426.31,-1.0000000000000007,2
10925.0,delhivery,groceries,ev bike,express,central,foggy,196.8,41.67,10.0,5.0,yes,delayed,3,1159.01,5.0,0
10926.0,delhivery,groceries,bike,standard,central,foggy,78.8,35.44,6.0,24.0,no,delivered,3,500.32,-18.0,3
10927.0,xpressbees,groceries,van,standard,west,cold,270.2,24.68,7.0,24.0,no,delivered,5,1425.04,-17.0,2
10928.0,xpressbees,automobile parts,van,two day,north,clear,111.9,39.37,4.0,16.0,no,delivered,3,677.61,-12.000000000000002,3
10929.0,ekart,automobile parts,scooter,two day,central,stormy,14.7,6.53,6.0,16.0,no,delivered,5,95.6674,-10.0,3
10930.0,delhivery,groceries,van,two day,north,stormy,70.2,0.67,7.0,16.0,no,delivered,3,351.87,-9.000000000000002,3
10931.0,ekart,automobile parts,van,two day,east,hot,240.0,32.65,5.0,16.0,no,delivered,4,1297.95,-11.000000000000002,2
10932.0,amazon logistics,cosmetics,truck,standard,central,clear,215.9,45.63,6.0,24.0,no,delivered,4,1216.39,-18.0,2
10933.0,blue dart,fragile items,ev van,same day,central,hot,200.8,11.47,4.0,8.0,no,delivered,5,1138.41,-4.0,2
10934.0,amazon logistics,automobile parts,truck,express,central,cold,27.4,12.48,3.0,2.0,yes,delayed,3,224.44,0.9999999999999999,1
10935.0,fedex,documents,ev van,standard,north,stormy,230.9,44.6,10.0,24.0,no,delivered,5,1288.3,-14.0,2
10936.0,blue dart,furniture,ev bike,same day,west,stormy,183.6,30.62,12.0,8.0,yes,failed,1,1109.86,3.9999999999999996,0
10937.0,ecom express,documents,ev bike,same day,north,stormy,39.9,36.17,5.0,8.0,no,delivered,5,408.01,-3.0000000000000004,1
10938.0,fedex,documents,scooter,same day,east,rainy,133.2,24.43,7.0,8.0,no,delivered,5,839.29,-1.0000000000000007,1
10939.0,xpressbees,furniture,truck,express,south,cold,95.9,47.8,2.0,3.0,no,delivered,5,672.9,-0.9999999999999999,1
10940.0,delhivery,electronics,bike,standard,south,foggy,214.2,31.07,11.0,24.0,no,delivered,4,1164.21,-13.0,2
10941.0,dhl,clothing,ev van,standard,west,hot,126.0,3.79,6.0,24.0,no,delivered,4,641.37,-18.0,3
